User ID,Movie ID,Rating
3,2028,7.7
3,2034,6.2
3,2046,7.7
3,2053,4.3
3,2054,6.9
3,2076,6.6
3,2093,7
3,2105,7
3,2117,6.7
3,2118,8.2
3,2140,8.9
3,2150,8.7
3,2236,5.5
3,2288,5.7
3,2311,6.3
3,2329,5.9
3,2366,7.6
3,2371,6.6
3,2391,5.3
3,2407,6
3,2428,6
3,2448,8
3,2455,5.6
3,2505,5.9
3,2528,7.3
3,2529,7.9
3,2530,6.8
3,2531,6.6
3,2532,6.6
3,2533,7
3,2541,7
3,2551,7.3
3,2567,5.5
3,2571,8.5
3,2574,7.5
3,2613,7
3,2615,7.8
3,2628,7.6
3,2640,7.6
3,2642,6.8
3,2643,5
3,2657,7.1
3,2662,5.5
3,2668,5.6
3,2676,7.1
3,2694,4.9
3,2699,7.4
3,2710,5.7
3,2722,6.4
3,2750,5.9
3,2788,5.5
3,2791,6.9
3,2797,6.2
3,2808,7
3,2857,5.6
3,2872,7
3,2900,6.8
3,2901,5.4
3,2916,6.1
3,2918,6.7
3,2947,6.9
3,2948,6.9
3,2949,8
3,2968,4.4
3,2985,7.3
3,2986,6.3
3,3033,7.7
3,3039,6.5
3,3070,7.8
3,3072,6.4
3,3098,7.8
3,3142,5.8
3,5060,7.1
4,6,7.1
4,10,8.6
4,19,6.8
4,32,4.8
4,165,6.2
4,329,6.9
4,350,7.3
4,356,6.6
4,367,6.9
4,368,6.2
4,370,6.7
4,377,7.6
4,380,6.7
4,420,6.2
4,431,7.3
4,440,6
4,454,7.1
4,480,7.1
4,489,5.5
4,519,7.8
4,520,5.6
4,531,7.5
4,548,5.4
4,586,4.3
4,589,4.9
4,594,7.1
4,596,7.1
4,733,6.4
5,2,6.9
5,11,4.3
5,17,6.1
5,60,7
5,62,7.7
5,104,5.9
5,110,6.7
5,140,6.5
5,141,7.1
5,150,7.3
5,224,6.5
5,235,7
5,260,6.8
5,282,7.2
5,316,6.4
5,318,6.1
5,350,6.7
5,364,6.4
5,367,4.4
5,368,5.4
5,370,6.5
5,376,6.7
5,377,8.1
5,380,5.6
5,440,6.3
5,454,7.3
5,457,6.1
5,475,7.7
5,480,6.4
5,491,6.8
5,500,6.6
5,508,7.2
5,515,6.9
5,529,5.2
5,531,4.9
5,587,6.3
5,588,5.6
5,589,5.5
5,590,5.5
5,593,6.7
5,594,7.6
5,595,5.7
5,608,4.6
5,631,7
5,648,5.2
5,671,5.1
5,708,6.6
5,720,7
5,736,6.7
5,780,7.6
5,788,7.3
5,832,5.9
5,1028,5.6
5,1035,6.5
5,1036,5.9
5,1042,7
5,1073,5.3
5,1079,5.9
5,1080,6.3
5,1097,6.4
5,1136,6.9
5,1196,6.3
5,1198,7.3
5,1210,5.8
5,1291,5.2
5,1393,2.4
6,1,5.7
6,3,5.8
6,7,5.6
6,17,6
6,52,5.8
6,62,6
6,135,5.7
6,140,6
6,141,7.8
6,260,4.2
6,494,5.6
6,628,4.4
6,648,8.2
6,653,8.5
6,708,5.8
6,719,6.5
6,733,7.2
6,736,6.7
6,743,3.4
6,762,5.9
6,780,7.8
6,788,5.9
6,802,4.1
6,1073,6.8
7,3,5.8
7,7,7.5
7,11,6.9
7,15,6.5
7,16,6.9
7,17,7.9
7,24,7.4
7,105,6.7
7,122,7.4
7,151,6.9
7,252,6.8
7,260,6.7
7,271,5.1
7,276,4.1
7,316,7.3
7,339,6
7,348,7.3
7,351,5.4
7,355,5.9
7,356,7.1
7,357,6
7,362,6.5
7,364,5.7
7,377,7.6
7,425,6.6
7,440,5.4
7,480,7.3
7,509,6.5
7,539,6.6
7,553,6.6
7,587,5.9
7,589,6.7
7,590,6.1
7,597,6.6
7,674,6.6
7,708,5.3
7,736,6
7,750,6
7,780,4.7
7,788,6.1
7,806,7.2
7,852,6.4
7,880,6.1
7,899,5.9
7,908,6
7,912,6.3
7,914,5.6
7,920,6.4
7,922,7.1
7,924,6.6
7,928,4.6
7,932,8.4
7,952,7.1
7,1017,7.4
7,1020,6.9
7,1077,4.5
7,1094,7.1
7,1095,6.5
7,1097,5.3
7,1101,6.7
7,1183,7.2
7,1196,7.2
7,1206,5.5
7,1210,5.8
7,1230,6
7,1247,6.6
7,1253,8.3
7,1256,6.7
7,1259,7.1
7,1265,6
7,1270,6.9
7,1271,5.6
7,1272,5.6
7,1301,4.5
7,1307,7.1
7,1343,6.5
7,1357,6.4
7,1385,5.8
7,1391,8
7,1393,6.2
7,1408,7.2
7,1409,6.1
7,1441,7.6
7,1449,6.3
7,1466,6.3
7,1513,6.3
7,1517,7.7
7,1544,7
7,1573,5.3
7,1580,5.6
7,1597,5.2
7,1617,5.4
7,1674,6.4
7,1682,5.9
7,1721,6.3
7,1777,6.5
7,1882,3
7,1888,3.6
7,1894,5.8
7,1911,6.2
7,1917,5.6
7,1932,5.4
7,1964,6.1
7,2011,4.2
7,2012,6.7
7,2013,4.2
7,2018,6.4
7,2028,4.9
7,2054,6.8
7,2067,7.7
7,2080,5.6
7,2081,6.4
7,2108,7.2
7,2112,6
7,2125,5.9
7,2146,7.9
7,2195,6.8
7,2243,7.1
7,2266,5.9
7,2297,5.9
7,2311,6.2
7,2316,7
7,2333,5.4
7,2346,8.6
7,2363,6.5
7,2367,6.4
7,2384,7.6
7,2385,5.5
7,2390,7.4
7,2396,8.7
7,2403,7.6
7,2405,5.5
7,2407,7.6
7,2424,6.5
7,2427,6.9
7,2463,6.7
7,2468,6.6
7,2469,7.2
7,2478,7.2
7,2498,6.4
7,2529,6.4
7,2535,6
7,2546,6.1
7,2558,6
7,2598,6.4
7,2628,6.4
7,2633,7.3
7,2640,5.2
7,2641,6.6
7,2642,6.3
7,2654,5.9
7,2657,6.4
7,2664,6.7
7,2671,5.4
7,2683,6.4
7,2694,6.7
7,2701,6.2
7,2716,6.1
7,2722,8.8
7,2723,7.1
7,2734,5.7
7,2752,5
7,2762,5.1
7,2770,6.9
7,2858,4.8
7,2861,6.5
7,2881,5.1
7,2908,7.1
7,2916,7.5
7,2942,6.2
7,2950,6.3
7,2959,8.1
7,2968,6.6
7,2987,6.9
7,2993,6.1
7,3004,4.3
7,3032,6.6
7,3033,6.8
7,3037,3.8
7,3039,5.9
7,3062,7.9
7,3074,6.3
7,3081,5.5
7,3086,7.7
7,3103,6.3
7,3108,7.1
7,3118,8.5
7,3156,5.9
7,3175,5.8
7,3176,8.1
7,3179,7.9
7,3185,7.2
7,3194,6.3
7,3199,8.1
7,3219,7
7,3235,5.5
7,3244,6.7
7,3334,5.2
7,3341,7
7,3354,6.1
7,3363,6.6
7,3408,5.5
7,3417,5.9
7,3448,5.4
7,3469,6.4
7,3479,5.7
7,3501,6.7
7,3510,7.1
7,3512,6.8
7,3524,6.5
7,3526,7.6
7,3527,5.5
7,3528,6.5
7,3578,7
7,3593,7
7,3671,5.8
7,3684,7.3
7,3699,6.6
7,3701,4.4
7,3717,7.7
7,3753,5
7,3754,7.7
7,3793,4.4
7,3798,6.1
7,3824,5.4
7,3826,6.8
7,3827,6.5
7,3844,7
7,3864,6.3
7,3911,6.3
7,3926,6.1
7,3932,6.1
7,3959,5.3
7,3977,5.4
7,3978,6.2
7,3987,6.6
7,3988,5.9
7,3994,6.3
7,4018,7.2
7,4019,6.8
7,4023,6.1
7,4041,7.8
7,4062,5
7,4155,6.2
7,4186,6.7
7,4270,4.9
7,4306,7.4
7,4308,7.1
7,4310,6.2
7,4317,4.9
7,4339,6.1
7,4349,6.1
7,4361,6.4
7,4368,6.3
7,4370,6.8
7,4464,6.6
7,4503,5.7
7,4545,5.9
7,4603,6
7,4626,6.1
7,4638,6.1
7,4639,6.7
7,4643,6.7
7,4661,7.9
7,4700,5
7,4736,4.3
7,4799,5.7
7,4848,6.7
7,4867,6.7
7,4874,6.1
7,4896,5.6
7,4963,6.6
7,4993,6.9
7,4994,4.8
7,4995,6.2
7,5009,6
8,1,4.9
8,3,5.6
8,6,6.1
8,10,6.1
8,19,4.8
8,21,5.5
8,39,3.8
8,47,6.5
8,48,6
8,110,6.7
8,150,8.1
8,153,4.9
8,161,7.3
8,165,6.4
8,168,6.7
8,172,3.6
8,173,5.7
8,185,6
8,207,4.9
8,208,4.7
8,231,6.3
8,236,5.9
8,253,5.9
8,266,7.5
8,276,5.6
8,277,6.4
8,288,6.3
8,292,4.3
8,296,5.9
8,316,5.5
8,329,6.2
8,338,8.8
8,339,5.2
8,344,7
8,349,6.6
8,350,7.6
8,353,7.3
8,355,5.6
8,356,6.6
8,357,5.4
8,364,6.3
8,367,7.9
8,372,6.3
8,377,6
8,380,7.2
8,381,5.1
8,434,7.3
8,442,8
8,454,6.2
8,457,6
8,480,6.7
8,500,8.1
8,508,6.4
8,527,8
8,539,6.3
8,550,6.4
8,551,6.6
8,552,6.4
8,553,6
8,587,6.6
8,588,5.9
8,589,6.4
8,590,6.3
8,592,7.3
8,593,6.8
8,595,7.2
8,597,5.7
8,610,5.7
8,648,6
8,733,6.5
9,356,5.8
9,858,5.8
9,1219,6.7
9,1911,7.8
9,1923,5.6
9,1997,5.8
9,2279,7.4
9,2605,6.9
9,2683,5.5
9,2688,6.3
9,2706,4.7
9,2710,5.6
9,2719,6.4
9,2722,4.2
9,2840,6.4
9,2841,7.7
9,2959,7.7
9,3016,5.3
9,3785,6.7
9,3798,7.7
9,3857,5.7
9,3908,7.6
9,3979,6.4
9,3994,5.6
9,3999,6.8
9,4022,2.4
9,4030,6.2
9,4034,5.9
9,4148,7.1
9,4369,7.6
9,4483,5.5
9,4502,7
9,4509,7.1
9,4519,7.4
9,4533,7.6
10,1,5.9
10,11,5.9
10,25,8
10,260,7.4
10,356,5.8
10,527,6.3
10,858,5.7
10,912,5.1
10,969,7.6
10,1094,6.4
10,1136,7.4
10,1196,8.2
10,1198,6.5
10,1204,5.5
10,1208,6.5
10,1210,5.6
10,1221,4.9
10,1222,4.6
10,1230,7.9
10,1240,7.1
10,1242,6.9
10,1247,7.3
10,1250,7
10,1304,7.7
10,1387,6.7
10,1721,6.3
10,1960,5.8
10,2028,7.1
10,2058,7.3
10,2194,6.4
10,2384,7.1
10,2529,7.6
10,2657,6.8
10,2797,6.6
10,2944,6.7
10,2948,6.1
10,3062,6
10,3107,7.6
11,1,7.1
11,10,5
11,19,7.1
11,32,6.2
11,39,5.6
11,65,5.4
11,110,7.4
11,145,5
11,150,5.2
11,153,7.6
11,158,6.6
11,160,7
11,165,5.7
11,170,8.2
11,172,6.2
11,173,6.6
11,185,4.7
11,208,6.3
11,231,6.1
11,253,6.7
11,256,6.1
11,260,7
11,286,7
11,296,7.4
11,316,7.3
11,318,5.8
11,344,6.7
11,356,5.8
11,364,7.8
11,367,6.6
11,377,6.5
11,380,6.7
11,384,7.3
11,405,5.8
11,410,5.5
11,441,6.3
11,442,7.4
11,480,5.9
11,500,6.2
11,519,5.9
11,527,6.5
11,531,4.4
11,541,3.5
11,546,6.6
11,551,6
11,586,6.4
11,587,6.5
11,588,4.3
11,589,4.2
11,592,6.5
11,593,6.1
11,595,6.1
11,597,6.3
11,608,6.2
11,610,5.9
11,611,5.9
11,616,6.5
11,631,6.4
11,648,6.5
11,653,5.7
11,671,8
11,673,7.3
11,736,6.7
11,741,7.5
11,761,5.4
11,780,6.6
11,784,7.7
11,828,5.8
11,858,6.4
11,880,5.6
11,968,6
11,1028,6.2
11,1029,5.9
11,1032,5.1
11,1036,6.8
11,1046,6
11,1064,5.1
11,1073,5.8
11,1077,6.2
11,1093,6.4
11,1097,4.8
11,1136,4.9
11,1168,5.6
11,1169,5.5
11,1196,3.7
11,1197,5.9
11,1198,6.3
11,1200,7.4
11,1210,7.6
11,1213,8.3
11,1214,6.6
11,1215,6.9
11,1225,6.7
11,1240,6.8
11,1253,4.6
11,1255,7.1
11,1270,6.4
11,1274,6.4
11,1291,7.4
11,1320,6.4
11,1321,6
11,1339,6.5
11,1367,7.8
11,1387,6
11,1391,7
11,1432,6
11,1527,7.8
11,1544,6.1
11,1580,6.8
11,1584,6.4
11,1591,7.7
11,1653,8.1
11,1676,5.4
11,1688,4.5
11,1690,5.8
11,1721,6.3
11,1748,5.7
11,1862,7.2
11,1876,7.6
11,1882,4.7
11,1917,6.6
11,1961,6.8
11,1977,7.3
11,1982,2.7
11,2004,4.8
11,2011,6.3
11,2012,5.5
11,2018,6.2
11,2023,5.8
11,2028,5.7
11,2042,6.5
11,2105,6.7
11,2107,7.4
11,2123,6.9
11,2124,5.5
11,2134,8.1
11,2140,7.7
11,2143,7.3
11,2153,5.2
11,2232,7.1
11,2240,7.1
11,2291,7.2
11,2294,6.5
11,2313,4.6
11,2355,5.6
11,2378,7.7
11,2396,7.2
11,2420,6.8
11,2428,6.8
11,2455,5.4
11,2571,6.3
11,2572,7.2
11,2600,5.6
11,2628,6.8
11,2641,4.3
11,2642,6.3
11,2683,6.5
11,2688,6.4
11,2706,6.3
11,2716,5.9
11,2717,6.5
11,2720,6.5
11,2722,6.1
11,2761,5.9
11,2762,6.6
11,2793,7.4
11,2810,7.3
11,2827,6.6
11,2840,5.6
11,2858,5.3
11,2916,6
11,2959,5.4
11,2985,6.8
11,2990,6.4
11,3000,4.9
11,3033,5.8
11,3054,7.1
11,3083,7.2
11,3113,6
11,3114,6
11,3159,7
11,3213,5.4
11,3247,6.5
11,3269,6.4
11,3300,4.9
11,3396,6.3
11,3438,1.7
11,3525,7.7
11,3527,7.8
11,3535,5.5
11,3578,7.5
11,3697,6.4
11,3702,5.6
11,3703,7.5
11,3704,6.8
11,3745,8.4
11,3752,6.8
11,3753,6
11,3793,6
11,3826,6
11,3863,7.3
11,3864,6
11,3892,7
11,3897,5.1
11,3969,6.8
11,3980,6.5
11,3988,6.6
11,3991,7.2
11,3994,7
11,4006,7
11,4015,5.9
11,4052,5.4
11,4054,6.6
11,4105,7
11,4133,6.5
11,4226,6.3
11,4232,6.5
11,4235,6.5
11,4246,5.8
11,4262,6.6
11,4299,5.4
11,4306,6.1
11,4340,4
11,4343,7.6
11,4366,7.9
11,4370,7.9
11,4388,5.3
11,4446,6.6
11,4492,6.3
11,4533,7.2
11,4571,7
11,4638,4.9
11,4643,6.9
11,4718,5.2
11,4792,8.1
11,4850,6.6
11,4868,6.2
11,4878,7.2
11,4887,7.2
11,4896,7.3
11,4973,6.7
11,4974,6.4
11,4993,7.8
11,4995,6.4
11,5046,4.1
11,5151,4.1
11,5152,7.4
11,5171,5.8
11,5219,7.6
11,5220,7.2
11,5225,7.8
11,5266,7.7
11,5283,6.4
11,5299,5.1
11,5323,5.5
11,5349,7.4
11,5377,6
11,5378,7.5
11,5400,7
11,5444,7.5
11,5445,7.3
11,5459,5.7
11,5463,7.3
11,5502,7.2
11,5618,5.9
11,5669,7.8
11,5782,7.7
11,5816,8.1
11,5882,6.6
11,5903,7.1
11,5952,5.9
11,5971,8
11,6016,4.6
11,6094,6.1
11,6250,6.4
11,6264,6
11,6281,5.2
11,6283,7.6
11,6287,6.4
11,6291,6.4
11,6294,6.1
11,6333,6.1
11,6365,5.2
11,6377,7.7
11,6378,7.3
11,6383,6.9
11,6502,6.9
11,6503,8.5
11,6534,6.3
11,6537,5.9
11,6539,7.8
11,6541,6.7
11,6548,6.4
11,6586,5.9
11,6624,6.6
11,6659,6.8
11,6711,6.5
11,6731,6.6
11,6795,5.8
11,6863,6.9
11,6874,7.1
11,6934,5.8
11,6953,7.2
11,6979,6
11,6996,4.7
11,7022,5.2
11,7099,5.5
11,7153,6.5
11,7163,7
11,7173,5.8
11,7254,6.2
11,7293,6.5
11,7345,7.2
11,7361,5.1
11,7439,4.7
11,7444,5.9
11,7458,5.8
11,7481,7.2
11,7541,6.2
11,7845,5.7
11,7846,6.1
11,8169,6
11,8361,6.9
11,8368,6.5
11,8371,5
11,8578,5.7
11,8622,7
11,8636,5.1
11,8640,5.3
11,8641,4.4
11,8644,4.7
11,8800,6.7
11,8810,6.7
11,8861,5.7
11,8865,7.4
11,8870,6.1
11,8907,6.4
11,8965,6.2
11,8972,6.2
11,8973,5.9
11,8977,4
11,26462,6.2
11,26509,4.6
11,26887,6.4
11,26913,5.9
11,27311,5.1
11,27338,7.6
11,27368,4.2
11,27441,7.8
11,27608,5.8
11,27660,5.9
11,27728,8.4
11,27793,4.8
11,27865,6.2
11,27904,6.5
11,30707,6.3
11,30793,3.3
11,30812,5.9
11,31184,5.8
11,31429,6.5
11,31553,4.7
11,31555,4.1
11,31658,6.8
11,31660,6.2
11,31878,4.5
11,32031,5.8
11,32213,7.3
11,33085,5.9
11,33166,4.4
11,33493,5.8
11,33585,5.1
11,33660,6.9
11,33679,6.9
11,33794,6.2
11,34048,6.9
11,34150,7.3
11,34319,7.1
11,34334,6
11,34338,7
11,34542,6.8
11,35836,5.7
11,36401,7.6
11,36509,8.4
11,36931,7.1
11,37380,5.6
11,37386,7
11,37830,8
11,39446,5.3
11,40339,4.9
11,41566,6.4
11,41569,7.4
11,41571,6.1
11,42718,6.5
11,43419,5.7
11,43556,6.6
11,43928,5.1
11,43932,6.6
11,43936,6.5
11,44189,6.9
11,44191,6.4
11,44225,7.6
11,44731,5.6
11,44828,6.2
11,44849,4.4
11,45361,5.6
11,45499,5.5
11,45722,6.7
11,46530,6.1
11,46578,6.2
11,47124,7.3
11,48304,7.3
11,48394,6.6
11,48516,8.2
11,48738,6.4
11,48774,6.4
11,48943,5.2
11,49205,6.5
11,49278,7.1
11,50162,4.8
11,50442,7.3
11,50872,5.2
11,51412,7.7
11,51662,7.6
11,51666,5.7
11,51698,7
11,52281,6
11,52287,8.1
11,52328,8
11,52722,5.6
11,52885,6.1
11,53000,6.9
11,53125,5.2
11,53464,5.2
11,53953,7
11,53996,6.3
11,54001,7
11,54278,6.9
11,54771,6.2
11,54995,6.4
11,55190,6.4
11,55232,5.7
11,55282,6.1
11,55603,5.4
11,55999,5.4
11,56003,6.7
11,56145,6.8
11,56174,6
11,56251,7.8
11,56757,5.3
11,56801,4.5
11,56949,5.4
11,57223,7.8
11,57368,7.2
11,57509,6.6
11,57640,7.6
11,57949,5.9
11,58025,6.7
11,58293,7.7
11,58559,5.4
11,58652,6.9
11,59014,7.7
11,59315,6.8
11,59376,6.4
11,59418,5.7
11,59615,7.3
11,60037,6.8
11,60040,6.3
11,60069,5.9
11,60161,7.4
11,60514,8.3
11,60516,6.2
11,60524,6.3
11,60684,5.8
11,60760,7.5
11,60832,7.5
11,61248,6.3
11,61465,6.4
11,62265,7.2
11,62956,6.3
11,63859,6.9
11,64034,6.6
11,64497,6
11,64508,7.5
11,64614,7.7
11,64997,6.2
11,64999,5.4
11,65037,6.6
11,65514,5.3
11,66171,5.6
11,66297,5.9
11,67197,7.8
11,67295,6.7
11,67365,7.4
11,67799,7.4
11,67867,6.2
11,68263,5.4
11,68319,6.7
11,69526,5.3
11,69945,5.9
11,70227,4.8
11,70305,7.3
11,71282,3.8
11,72641,8.5
11,82095,6.8
12,1,5.3
12,3,7.3
12,5,6.6
12,6,6.2
12,7,5.2
12,17,6.2
12,32,6.2
12,34,6.6
12,36,6.4
12,95,6.2
12,104,5.1
12,110,6.6
12,208,6.1
12,231,6.1
12,260,6.6
12,344,5.9
12,356,6.3
12,364,7.1
12,376,5
12,380,5.6
12,480,7.4
12,494,4.5
12,527,6.2
12,585,5
12,589,6.5
12,590,5.1
12,595,6.5
12,608,6.2
12,648,6.3
12,653,3.8
12,733,5.2
12,736,6
12,780,6.2
12,784,5.7
12,786,6.7
12,788,6.8
13,1,6
13,2,7.3
13,10,5.5
13,11,6.7
13,19,4.8
13,32,5.7
13,34,5.7
13,39,5.1
13,47,6
13,95,4.2
13,110,7.4
13,150,4.6
13,153,6.9
13,160,6.9
13,161,8
13,165,6.4
13,173,6.3
13,185,7.1
13,225,6.8
13,231,7.5
13,236,4.5
13,253,5.7
13,266,6.8
13,282,5.4
13,292,7.2
13,296,8.5
13,300,7.3
13,315,5.2
13,316,5.5
13,317,7.7
13,318,7.1
13,339,5.3
13,344,5.3
13,349,5.6
13,350,5.7
13,356,7.1
13,357,7.6
13,364,5.5
13,367,5.1
13,377,6.3
13,380,4.9
13,410,6.5
13,420,5.6
13,432,5.6
13,434,5.3
13,435,6.5
13,442,6.8
13,457,6.5
13,474,6
13,480,8.4
13,500,6
13,508,7.6
13,509,5.6
13,527,6.9
13,539,6.4
13,553,5.1
13,588,7
13,589,5.7
13,590,6.8
13,592,6.7
13,595,6.2
13,597,7.2
14,1,6.2
14,7,5.6
14,17,4.4
14,34,7.5
14,62,7.1
14,150,6.4
14,252,7.1
14,260,6.9
14,277,7.5
14,314,6.3
14,316,6.4
14,339,5.9
14,344,6.8
14,356,6.3
14,364,3.6
14,368,5.3
14,440,5.9
14,452,6.9
14,457,6.9
14,468,6.1
14,471,8.5
14,480,6.3
14,497,7.3
14,500,6.3
14,520,7.2
14,529,7.3
14,534,6.3
14,539,8.1
14,551,6.9
14,552,6.3
14,586,7.3
14,587,6.1
14,588,6.9
14,594,7.2
14,595,6.4
14,728,6.4
14,745,8.3
14,780,7.2
14,783,6.8
14,802,6.5
14,838,7.8
14,898,7.6
14,899,7.2
14,902,6.7
14,910,6.7
14,911,6.8
14,924,6.3
14,927,6.2
14,951,6.2
14,953,8.6
14,954,8
14,955,7
14,1010,8
14,1013,8.1
14,1020,6.7
14,1022,7.9
14,1023,6.1
14,1028,4.2
14,1042,6.1
14,1073,6.6
14,1097,7.5
14,1101,7.4
14,1136,7.2
14,1148,6.9
14,1177,7.4
14,1196,5.4
14,1197,6.8
14,1198,6.3
14,1204,7.2
14,1207,6.9
14,1210,6
14,1228,5.9
14,1243,5.4
14,1246,5.9
14,1262,6.1
14,1265,7.7
14,1269,5.8
14,1270,7.6
14,1271,6.1
14,1282,5.4
14,1291,5.1
14,1302,6.4
